time stamp,episcodecount,reward,WheelAction1,WheelAction2,WheelAction3,WheelAction4,Targetlocalpostionx,Targetlocalpostiony,Targetlocalpostionz,Vlocalpostionx,Vlocalpostiony,Vlocalpostionz,Vvelocityx,Vvelocityy,Vvelocityz,
2021-02-05T17:35:02.6363616+02:00,89.7991,1,0,1,1,1,1,0,1,1,1,1,2,2,2,1,1,0,0,0,0,0,1,0,0,0,1,0,-0.1,2.5,358.8193,345.9899,43.00504,75.82476,0,
2021-02-05T17:35:02.6368577+02:00,460.7598,1,0,1,6,6,2,0,1,1,1,0,2,2,2,1,0.9741688,-0.09340283,-0.3823176,0.1088692,0,0,1,-0.00227664,0.002086207,-2.760134E-06,0.9999952,0.008140694,-0.08148418,2.496927,3.819317,340.9899,38.00504,70.82478,0,
2021-02-05T17:35:02.6373541+02:00,29.3002,1,0,1,11,11,3,0,1,1,1,1,2,0,2,1,0.9731718,-0.1586974,-0.5563848,0.2174948,3.72529E-09,3.72529E-09,1,0.01031752,0.009727074,-0.0001259334,0.9998994,0.006856401,-0.07472109,2.483466,8.819316,335.9899,33.00504,65.82479,0,
2021-02-05T17:35:02.6378506+02:00,74.8876,1,0,1,16,16,4,0,1,1,1,1,2,0,2,1,0.787643,-0.1982189,-0.4480622,0.3832902,1.862645E-09,7.450581E-09,1,0.0584989,0.01998435,-0.0008961869,0.998087,0.000520438,-0.05246249,2.462888,13.81932,330.9899,28.00503,60.82479,0,
2021-02-05T17:35:02.6383464+02:00,28.7402,1,0,1,21,21,5,0,1,1,1,1,0,0,2,0,0.5123718,-0.1201591,0.05212213,0.5046517,3.72529E-09,-2.980232E-08,1,0.084503,0.01643432,-0.001451638,0.9962866,-0.008056875,0.006462425,2.432202,18.81931,325.9899,23.00504,55.8248,0,
2021-02-05T17:35:02.6383464+02:00,60.5128,1,0,1,26,26,6,0,1,1,1,1,0,1,2,2,0.3304539,0.01950715,0.0471107,0.6735037,1.862645E-09,0,1,0.07925687,0.009472919,-0.001057079,0.9968086,0.004237708,2.935529E-05,2.392893,23.81931,320.9899,18.00504,50.82478,0,
2021-02-05T17:35:02.6388696+02:00,56.0432,1,0,1,31,31,7,0,0,1,1,1,0,1,2,2,0.2389666,0.03933264,0.1676522,0.8343175,1.862645E-09,-1.490116E-08,1,0.06827275,0.01012186,-0.001022407,0.9976149,-0.003099669,-0.01383677,2.3417,18.81931,325.99,13.00505,45.82476,0,
2021-02-05T17:35:02.6393384+02:00,55.0317,1,0,1,36,36,8,0.08273394,0,1,1,1,2,1,2,2,0.2013175,0.04963534,0.1889048,0.9512145,1.862645E-09,0,1,0.05791407,0.008486693,-0.0006668878,0.9982853,0.002351673,-0.03630474,2.282165,13.81931,330.99,8.00505,40.82476,0,
2021-02-05T17:35:02.6398337+02:00,81.3441,1,0,1,41,41,9,0.08273394,0,0,0,1,2,1,2,2,0.2035179,0.05926061,0.1899735,1.042635,0,7.450581E-09,1,0.04976666,0.007674553,-0.0006124935,0.9987312,-0.002908366,-0.05441755,2.2151,8.81931,335.99,3.005047,35.82476,0,
2021-02-05T17:35:02.6398337+02:00,57.5361,1,0,1,46,46,10,0.08273394,2,0,0,1,2,1,2,2,0.2462435,0.06774434,0.1787969,1.155172,9.313226E-10,1.490116E-08,0.9999999,0.04218044,0.005649337,-0.0003814198,0.999094,-0.0001469441,-0.06864202,2.140826,3.819309,340.99,358.005,30.82477,0,
2021-02-05T17:35:02.6403590+02:00,56.0472,1,0,1,51,51,11,0.1683374,2,0,1,1,2,1,2,2,0.2242839,0.06667513,0.1552523,1.147494,-9.313226E-10,0,1,0.03344964,0.00726923,-0.0001239445,0.999414,0.004733883,-0.079229,2.064075,358.8193,345.99,353.005,25.82478,0,
2021-02-05T17:35:02.6408261+02:00,86.3046,1,0,1,56,56,12,0.1683374,1,0,1,1,1,1,2,2,0.1757833,0.05278216,0.1156239,1.121429,-7.450581E-09,1.117587E-08,0.9999999,0.0225551,0.0156946,9.880209E-05,0.9996224,0.01060038,-0.08834708,1.988134,353.8193,350.99,348.005,20.82478,0,
2021-02-05T17:35:02.6413217+02:00,57.0623,1,0,1,61,61,13,0.1683374,1,0,1,1,1,1,2,2,0.2337091,0.02729589,0.08275612,1.216855,3.72529E-09,-1.862645E-09,1,0.0120054,0.02608666,0.0001032702,0.9995876,0.00597503,-0.09844938,1.908874,348.8193,355.99,353.005,15.82477,0,
2021-02-05T17:35:02.6413217+02:00,55.5646,1,0,1,66,66,14,0.2491938,2,0,1,1,0,1,2,2,0.288803,0.005722649,0.04007814,1.285951,0,-9.313226E-10,1,0.004002749,0.03283462,9.392857E-05,0.9994528,0.004054338,-0.1050122,1.824666,343.8193,0.9899763,358.005,10.82477,0,
2021-02-05T17:35:02.6418454+02:00,83.2927,1,0,1,71,71,15,0.2491938,2,0,0,1,0,0,2,2,0.2633367,-0.006623268,-0.006072459,1.263183,7.450581E-09,9.313226E-10,1,-0.002338147,0.04027828,8.950963E-05,0.9991858,0.007313937,-0.107395,1.739599,338.8193,5.989976,3.005048,5.824763,0,
2021-02-05T17:35:02.6423145+02:00,55.0837,1,0,1,76,76,16,0.3300462,1,0,0,1,0,0,2,0,0.2461113,-0.02453157,-0.05276174,1.239134,1.490116E-08,1.862645E-09,0.9999999,-0.007625418,0.05197848,6.757543E-05,0.9986191,0.009001225,-0.106618,1.656258,333.8193,10.98998,8.00505,0.8247617,0,
2021-02-05T17:35:02.6428096+02:00,83.3001,1,0,1,81,81,17,0.3300462,1,0,0,1,0,2,2,0,0.3260872,-0.06127504,-0.09827384,1.304829,-2.980232E-08,-1.862645E-09,0.9999999,-0.01142969,0.06357832,6.423029E-05,0.9979114,0.005855173,-0.1029072,1.570991,328.8193,15.98998,13.00505,355.8248,0,
2021-02-05T17:35:02.6428096+02:00,57.5359,1,0,1,86,86,18,0.3300462,1,0,0,2,0,2,2,1,0.6660915,0.4743982,0.08947364,0.5410678,2.980232E-08,-3.72529E-09,0.9999999,-0.0170489,0.07734713,-0.000241058,0.9968584,0.01280579,-0.1102823,1.524282,333.8193,20.98997,18.00505,350.8248,0,
2021-02-05T17:35:02.6433347+02:00,54.5889,1,0,1,91,91,19,0.3300462,1,2,0,2,0,2,1,1,0.7877662,0.3923405,-0.1446858,0.3323844,7.450581E-08,5.587935E-09,0.9999999,-0.01252222,0.09977524,-0.001485668,0.9949301,0.014236,-0.131639,1.519606,338.8193,15.98997,23.00505,345.8248,0,
2021-02-05T17:35:02.6438205+02:00,83.3229,1,0,1,96,96,20,0.3300462,1,2,1,2,0,2,1,1,0.9290985,0.1389034,-0.1008187,0.08689244,0,-3.026798E-09,1,-0.00182934,0.1202859,-0.0004407185,0.9927375,0.004685163,-0.1212938,1.518264,343.8193,10.98997,28.00505,350.8248,0,
2021-02-05T17:35:02.6442967+02:00,54.04,1,0,1,101,101,21,0.3300462,1,1,0,0,0,2,1,1,1.087933,-0.002578147,-0.09972072,-0.08335029,-2.980232E-08,-4.656613E-10,0.9999999,-0.001767289,0.1231842,2.696711E-05,0.9923822,-0.002238661,-0.1131151,1.524736,348.8193,5.989974,33.00506,355.8248,0,
2021-02-05T17:35:02.6447937+02:00,79.8563,1,0,1,106,106,22,0.3300462,1,0,0,2,0,2,1,1,1.073006,-0.05669627,-0.06156429,-0.0697372,2.980232E-08,9.313226E-10,0.9999999,-5.299816E-05,0.1313021,-7.915467E-05,0.9913424,-0.0002892613,-0.1175885,1.537642,353.8193,0.9899715,38.00506,0.8247678,0,
